key_ID,village,interview_date,no_membrs,years_liv,respondent_wall_type,rooms,memb_assoc,affect_conflicts,liv_count,no_meals,instanceID,bicycle,television,solar_panel,table,cow_cart,radio,cow_plough,solar_torch,mobile_phone,motorcyle,no_listed_items,fridge,electricity,sofa_set,lorry,sterio,computer,car,Jan,Sept,Oct,Nov,Dec,Feb,Mar,Aug,June,July,Apr,May,none,number_months_lack_food,number_items
12,God,2016-11-21T00:00:00Z,7,20,burntbricks,3,yes,never,2,3,uuid:e6ee6269-b467-4e37-91fc-5e9eaf934557,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,5
13,God,2016-11-21T00:00:00Z,6,8,burntbricks,1,no,never,3,2,uuid:6c00c145-ee3b-409c-8c02-2c8d743b6918,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,4
14,God,2016-11-21T00:00:00Z,10,20,burntbricks,3,NA,NA,3,3,uuid:9b21467f-1116-4340-a3b1-1ab64f13c87d,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,6,6
15,God,2016-11-21T00:00:00Z,5,30,sunbricks,2,yes,once,3,2,uuid:a837e545-ff86-4a1c-a1a5-6186804b985f,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,11,5
16,God,2016-11-24T00:00:00Z,6,47,muddaub,1,NA,NA,4,3,uuid:d17db52f-4b87-4768-b534-ea8f9704c565,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,4
17,God,2016-11-21T00:00:00Z,8,20,sunbricks,1,NA,NA,1,2,uuid:4707f3dc-df18-4348-9c2c-eec651e89b6b,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,1
18,God,2016-11-21T00:00:00Z,4,20,muddaub,1,NA,NA,3,2,uuid:7ffe7bd1-a15c-420c-a137-e1f006c317a3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,2
19,God,2016-11-21T00:00:00Z,9,23,burntbricks,2,NA,NA,2,3,uuid:e32f2dc0-0d05-42fb-8e21-605757ddf07d,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,6
20,God,2016-11-21T00:00:00Z,6,1,burntbricks,1,NA,NA,1,2,uuid:d1005274-bf52-4e79-8380-3350dd7c2bac,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,3
21,God,2016-11-21T00:00:00Z,8,20,burntbricks,1,no,never,3,2,uuid:6570a7d0-6a0b-452c-aa2e-922500e35749,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,1
22,God,2016-11-21T00:00:00Z,4,20,muddaub,1,NA,NA,1,2,uuid:a51c3006-8847-46ff-9d4e-d29919b8ecf9,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,9,1
23,Ruaca,2016-11-21T00:00:00Z,10,20,burntbricks,4,NA,NA,3,3,uuid:58b37b6d-d6cd-4414-8790-b9c68bca98de,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,8
24,Ruaca,2016-11-21T00:00:00Z,6,4,burntbricks,2,no,never,3,2,uuid:661457d3-7e61-45e8-a238-7415e7548f82,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,4
25,Ruaca,2016-11-21T00:00:00Z,11,6,burntbricks,3,no,never,2,2,uuid:45ed84c4-114e-4df0-9f5d-c800806c2bee,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,10
26,Ruaca,2016-11-21T00:00:00Z,3,20,burntbricks,2,no,never,2,2,uuid:1c54ee24-22c4-4ee9-b1ad-42d483c08e2e,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,4
27,Ruaca,2016-11-21T00:00:00Z,7,36,burntbricks,2,NA,NA,3,3,uuid:3197cded-1fdc-4c0c-9b10-cfcc0bf49c4d,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,6
28,Ruaca,2016-11-21T00:00:00Z,2,2,muddaub,1,no,more_once,1,3,uuid:1de53318-a8cf-4736-99b1-8239f8822473,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1
29,Ruaca,2016-11-21T00:00:00Z,7,10,burntbricks,2,yes,frequently,1,3,uuid:adcd7463-8943-4c67-b25f-f72311409476,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,5
30,Ruaca,2016-11-21T00:00:00Z,7,22,muddaub,2,NA,NA,1,2,uuid:59341ead-92be-45a9-8545-6edf9f94fdc6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,3
31,Ruaca,2016-11-21T00:00:00Z,3,2,muddaub,1,NA,NA,1,3,uuid:cb06eb49-dd39-4150-8bbe-a599e074afe8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,1
32,Ruaca,2016-11-21T00:00:00Z,19,69,muddaub,2,yes,more_once,5,2,uuid:25597af3-cd79-449c-a48a-fb9aea6c48bf,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,6
33,Ruaca,2016-11-21T00:00:00Z,8,34,muddaub,1,no,more_once,2,2,uuid:0fbd2df1-2640-4550-9fbd-7317feaa4758,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,7
34,Chirodzo,2016-11-17T00:00:00Z,8,18,burntbricks,3,yes,more_once,3,2,uuid:14c78c45-a7cc-4b2a-b765-17c82b43feb4,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,7
35,Chirodzo,2016-11-17T00:00:00Z,5,45,muddaub,1,yes,more_once,2,3,uuid:ff7496e7-984a-47d3-a8a1-13618b5683ce,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,2
36,Chirodzo,2016-11-17T00:00:00Z,6,23,sunbricks,1,yes,once,3,3,uuid:c90eade0-1148-4a12-8c0e-6387a36f45b1,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,6
37,Chirodzo,2016-11-17T00:00:00Z,3,8,burntbricks,1,NA,NA,2,3,uuid:408c6c93-d723-45ef-8dee-1b1bd3fe20cd,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,7
38,God,2016-11-17T00:00:00Z,10,19,muddaub,1,yes,never,3,3,uuid:81309594-ff58-4dc1-83a7-72af5952ee08,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,6
39,God,2016-11-17T00:00:00Z,6,22,muddaub,1,NA,NA,1,3,uuid:c0fb6310-55af-4831-ae3d-2729556c3285,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1
40,God,2016-11-17T00:00:00Z,9,23,burntbricks,1,yes,never,1,3,uuid:c0b34854-eede-4e81-b183-ef58a45bfc34,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,6
41,God,2016-11-17T00:00:00Z,7,22,muddaub,1,NA,NA,2,3,uuid:b3ba34d8-eea1-453d-bc73-c141bcbbc5e5,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,5
42,God,2016-11-17T00:00:00Z,8,8,sunbricks,1,no,never,3,3,uuid:e3a1dd8a-1bda-428c-a014-2b527f11ae64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1
43,Chirodzo,2016-11-17T00:00:00Z,7,29,muddaub,1,no,never,2,2,uuid:b4dff49f-ef27-40e5-a9d1-acf287b47358,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,2
44,Chirodzo,2016-11-17T00:00:00Z,2,6,muddaub,1,NA,NA,3,2,uuid:f9fadf44-d040-4fca-86c1-2835f79c4952,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,2
45,Chirodzo,2016-11-17T00:00:00Z,9,7,muddaub,1,no,never,4,3,uuid:e3554d22-35b1-4fb9-b386-dd5866ad5792,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,9
46,Chirodzo,2016-11-17T00:00:00Z,10,42,burntbricks,2,no,once,2,2,uuid:35f297e0-aa5d-4149-9b7b-4965004cfc37,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,8
47,Chirodzo,2016-11-17T00:00:00Z,2,2,muddaub,1,yes,once,1,3,uuid:2d0b1936-4f82-4ec3-a3b5-7c3c8cd6cc2b,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,2
48,Chirodzo,2016-11-16T00:00:00Z,7,58,muddaub,1,NA,NA,3,3,uuid:e180899c-7614-49eb-a97c-40ed013a38a2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,6,1
49,Chirodzo,2016-11-16T00:00:00Z,6,26,burntbricks,2,NA,NA,2,3,uuid:2303ebc1-2b3c-475a-8916-b322ebf18440,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,7
50,Chirodzo,2016-11-16T00:00:00Z,6,7,muddaub,1,yes,never,1,2,uuid:4267c33c-53a7-46d9-8bd6-b96f58a4f92c,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,7,1
51,Chirodzo,2016-11-16T00:00:00Z,5,30,muddaub,1,NA,NA,1,3,uuid:18ac8e77-bdaf-47ab-85a2-e4c947c9d3ce,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,1
52,Chirodzo,2016-11-16T00:00:00Z,11,15,burntbricks,3,no,never,3,3,uuid:6db55cb4-a853-4000-9555-757b7fae2bcf,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,6
21,Chirodzo,2016-11-16T00:00:00Z,8,16,burntbricks,3,yes,frequently,2,2,uuid:cc7f75c5-d13e-43f3-97e5-4f4c03cb4b12,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3
54,Chirodzo,2016-11-16T00:00:00Z,7,15,muddaub,1,no,never,1,2,uuid:273ab27f-9be3-4f3b-83c9-d3e1592de919,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1
55,Chirodzo,2016-11-16T00:00:00Z,9,23,muddaub,2,NA,NA,1,2,uuid:883c0433-9891-4121-bc63-744f082c1fa0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,3
56,Chirodzo,2016-11-16T00:00:00Z,12,23,burntbricks,2,yes,never,2,3,uuid:973c4ac6-f887-48e7-aeaf-4476f2cfab76,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,3
57,Chirodzo,2016-11-16T00:00:00Z,4,27,burntbricks,1,no,never,1,2,uuid:a7184e55-0615-492d-9835-8f44f3b03a71,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,1
58,Chirodzo,2016-11-16T00:00:00Z,11,45,burntbricks,3,no,never,3,2,uuid:a7a3451f-cd0d-4027-82d9-8dcd1234fcca,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,7
